begins_at,open_price,close_price,high_price,low_price,volume
2021-01-30T13:40:00Z,401.740000,403.185000,404.325000,401.645000,0
2021-01-30T13:40:15Z,403.185000,403.520000,404.905000,402.105000,0
2021-01-30T13:40:30Z,403.520000,403.280000,404.625000,402.075000,0
2021-01-30T13:40:45Z,403.280000,402.900000,404.385000,401.860000,0
2021-01-30T13:41:00Z,403.945000,402.965000,404.170000,401.800000,0
2021-01-30T13:41:15Z,402.965000,403.140000,404.275000,401.845000,0
2021-01-30T13:41:30Z,403.140000,402.840000,404.270000,401.760000,0
2021-01-30T13:41:45Z,402.840000,403.050000,404.235000,401.715000,0
2021-01-30T13:42:00Z,403.050000,402.880000,404.225000,401.890000,0
2021-01-30T13:42:15Z,401.860000,402.840000,404.135000,401.590000,0
2021-01-30T13:42:30Z,403.870000,402.825000,403.970000,401.660000,0
2021-01-30T13:42:45Z,401.775000,402.845000,403.945000,401.700000,0
2021-01-30T13:43:00Z,402.845000,402.690000,403.900000,401.615000,0
2021-01-30T13:43:15Z,403.725000,402.870000,403.985000,401.640000,0
2021-01-30T13:43:30Z,402.870000,402.775000,404.050000,401.750000,0
2021-01-30T13:43:45Z,401.755000,403.625000,403.820000,401.485000,0
2021-01-30T13:44:00Z,403.685000,402.695000,403.870000,401.605000,0
2021-01-30T13:44:15Z,401.665000,402.645000,403.875000,401.470000,0
2021-01-30T13:44:30Z,401.570000,402.425000,403.725000,401.315000,0
2021-01-30T13:44:45Z,402.425000,402.375000,403.540000,401.130000,0
2021-01-30T13:45:00Z,401.345000,402.655000,403.690000,401.230000,0
2021-01-30T13:45:15Z,401.640000,402.580000,403.760000,401.540000,0
2021-01-30T13:45:30Z,401.610000,402.550000,403.660000,401.445000,0
2021-01-30T13:45:45Z,402.550000,402.295000,403.605000,401.040000,0
2021-01-30T13:46:00Z,403.305000,402.380000,403.375000,401.190000,0
2021-01-30T13:46:15Z,403.390000,402.515000,403.775000,401.285000,0
2021-01-30T13:46:30Z,403.580000,402.580000,403.680000,401.380000,0
2021-01-30T13:46:45Z,403.615000,402.650000,403.740000,401.475000,0
2021-01-30T13:47:00Z,401.595000,402.895000,404.035000,401.540000,0
2021-01-30T13:47:15Z,401.855000,403.345000,404.475000,401.770000,0
2021-01-30T13:47:30Z,404.350000,403.415000,404.530000,402.230000,0
2021-01-30T13:47:45Z,404.445000,403.300000,404.505000,402.110000,0
2021-01-30T13:48:00Z,404.330000,403.125000,404.425000,402.040000,0
2021-01-30T13:48:15Z,404.185000,402.135000,404.305000,401.020000,0
2021-01-30T13:48:30Z,403.245000,402.015000,403.350000,400.650000,0
2021-01-30T13:48:45Z,402.015000,402.420000,403.535000,400.755000,0
2021-01-30T13:49:00Z,403.450000,402.400000,404.090000,401.290000,0
2021-01-30T13:49:15Z,402.400000,402.905000,404.030000,401.320000,0
2021-01-30T13:49:30Z,401.825000,403.505000,404.650000,401.740000,0
2021-01-30T13:49:45Z,404.600000,403.445000,404.770000,402.225000,0
2021-01-30T13:50:00Z,404.480000,403.185000,404.530000,401.850000,0
2021-01-30T13:50:15Z,404.210000,403.230000,404.285000,402.035000,0
2021-01-30T13:50:30Z,404.255000,403.380000,404.615000,402.085000,0
2021-01-30T13:50:45Z,404.425000,403.225000,404.575000,402.115000,0
2021-01-30T13:51:00Z,403.225000,403.460000,404.630000,401.990000,0
2021-01-30T13:51:15Z,402.420000,403.420000,404.615000,402.210000,0
2021-01-30T13:51:30Z,402.395000,403.480000,404.605000,402.280000,0
2021-01-30T13:51:45Z,404.515000,403.395000,404.630000,402.335000,0
2021-01-30T13:52:00Z,402.380000,403.200000,404.545000,402.130000,0
2021-01-30T13:52:15Z,403.290000,403.840000,404.995000,402.215000,0
2021-01-30T13:52:30Z,404.895000,404.590000,405.755000,402.780000,0
2021-01-30T13:52:45Z,405.590000,404.995000,406.460000,403.470000,0
2021-01-30T13:53:00Z,406.020000,404.735000,406.375000,403.575000,0
2021-01-30T13:53:15Z,403.705000,404.770000,406.010000,403.445000,0
2021-01-30T13:53:30Z,405.830000,404.490000,406.070000,403.385000,0
2021-01-30T13:53:45Z,403.410000,404.770000,405.870000,403.180000,0
2021-01-30T13:54:00Z,405.790000,405.085000,406.305000,403.555000,0
2021-01-30T13:54:15Z,404.035000,404.895000,406.115000,403.405000,0
2021-01-30T13:54:30Z,403.820000,405.025000,406.265000,403.610000,0
2021-01-30T13:54:45Z,405.025000,404.845000,406.280000,403.770000,0
2021-01-30T13:55:00Z,405.900000,405.390000,406.540000,403.585000,0
2021-01-30T13:55:15Z,406.450000,405.830000,407.160000,404.290000,0
2021-01-30T13:55:30Z,404.775000,405.325000,406.840000,404.305000,0
2021-01-30T13:55:45Z,405.550000,404.980000,407.130000,404.555000,0
2021-01-30T13:56:00Z,405.970000,406.450000,407.455000,405.075000,0
2021-01-30T13:56:15Z,406.450000,405.860000,407.550000,404.875000,0
2021-01-30T13:56:30Z,404.965000,406.570000,408.025000,404.850000,0
2021-01-30T13:56:45Z,405.605000,409.230000,410.385000,405.510000,0
2021-01-30T13:57:00Z,409.230000,408.880000,410.305000,407.505000,0
2021-01-30T13:57:15Z,407.925000,409.850000,411.100000,407.775000,0
2021-01-30T13:57:30Z,410.920000,409.550000,411.360000,408.605000,0
2021-01-30T13:57:45Z,408.560000,409.370000,410.710000,408.165000,0
2021-01-30T13:58:00Z,410.475000,409.780000,411.180000,408.195000,0
2021-01-30T13:58:15Z,409.780000,409.935000,411.165000,408.490000,0
2021-01-30T13:58:30Z,410.985000,409.675000,411.295000,408.540000,0
2021-01-30T13:58:45Z,410.785000,409.215000,410.920000,408.045000,0
2021-01-30T13:59:00Z,408.090000,408.665000,410.330000,407.510000,0
